HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data);;;;;;;
;;;;
Provider;MINES ParisTech / Armines / Transvalor (France);;;;;;;;;;
2024.0;7.0;14.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;7.0;0.0;0.0;0.0;0.1;2.0;35.6;0.1;0.0
2024.0;7.0;14.0;8.0;79.8;79.8;67.8;91.8;2.0;352.9;122.0;79.8
2024.0;7.0;14.0;9.0;294.1;294.1;249.9;338.1;2.0;648.6;362.2;294.1
2024.0;7.0;14.0;10.0;372.1;372.1;316.3;427.9;2.0;902.5;593.5;372.1
2024.0;7.0;14.0;11.0;646.6;646.6;549.7;743.6;2.0;1097.3;777.5;646.6
2024.0;7.0;14.0;12.0;555.2;555.2;471.9;638.4;2.0;1219.8;894.8;555.2
2024.0;7.0;14.0;13.0;640.7;640.7;544.6;736.9;2.0;1261.6;935.0;640.7
2024.0;7.0;14.0;14.0;644.6;644.6;547.9;741.3;2.0;1219.8;894.8;644.6
2024.0;7.0;14.0;15.0;570.4;570.4;484.8;656.0;2.0;1097.3;777.5;570.4
2024.0;7.0;14.0;16.0;457.4;457.4;388.8;526.0;2.0;902.5;593.5;457.4
2024.0;7.0;14.0;17.0;268.9;268.9;228.6;309.3;2.0;648.6;362.2;268.9
2024.0;7.0;14.0;18.0;98.5;98.5;83.8;113.3;2.0;352.9;122.0;98.5
2024.0;7.0;14.0;19.0;0.0;0.0;0.0;0.0;2.0;35.6;0.1;0.0
2024.0;7.0;14.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;14.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;7.0;0.0;0.0;0.0;0.1;2.0;35.3;0.1;0.0
2024.0;7.0;15.0;8.0;76.6;76.6;65.1;88.2;2.0;353.0;122.1;76.6
2024.0;7.0;15.0;9.0;257.0;257.0;218.4;295.6;2.0;649.1;362.6;257.0
2024.0;7.0;15.0;10.0;477.6;477.6;406.0;549.3;2.0;903.3;594.2;477.6
2024.0;7.0;15.0;11.0;484.9;484.9;412.2;557.7;2.0;1098.3;778.5;484.9
2024.0;7.0;15.0;12.0;744.8;744.8;633.1;856.5;2.0;1221.0;895.9;744.8
2024.0;7.0;15.0;13.0;741.9;741.9;630.6;853.2;2.0;1262.8;936.2;741.9
2024.0;7.0;15.0;14.0;535.8;535.8;455.5;616.2;2.0;1221.0;895.9;535.8
2024.0;7.0;15.0;15.0;535.6;535.6;455.3;616.0;2.0;1098.3;778.5;535.6
2024.0;7.0;15.0;16.0;389.4;389.4;331.0;448.0;2.0;903.3;594.2;389.4
2024.0;7.0;15.0;17.0;243.0;243.0;206.5;279.4;2.0;649.1;362.6;243.0
2024.0;7.0;15.0;18.0;92.4;92.4;78.6;106.2;2.0;353.0;122.1;92.4
2024.0;7.0;15.0;19.0;0.0;0.0;0.0;0.0;2.0;35.3;0.1;0.0
2024.0;7.0;15.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;15.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;7.0;0.0;0.0;0.0;0.0;2.0;35.1;0.1;0.0
2024.0;7.0;16.0;8.0;75.9;75.9;64.5;87.4;2.0;353.2;122.2;75.9
2024.0;7.0;16.0;9.0;274.1;274.1;232.9;315.2;2.0;649.6;363.0;274.1
2024.0;7.0;16.0;10.0;406.9;406.9;345.9;467.9;2.0;904.1;595.0;406.9
2024.0;7.0;16.0;11.0;505.6;505.6;429.7;581.3;2.0;1099.4;779.5;505.6
2024.0;7.0;16.0;12.0;641.2;641.2;545.0;737.4;2.0;1222.2;897.1;641.2
2024.0;7.0;16.0;13.0;735.0;735.0;624.8;845.2;2.0;1264.1;937.4;735.0
2024.0;7.0;16.0;14.0;717.4;717.4;609.8;825.0;2.0;1222.2;897.1;717.4
2024.0;7.0;16.0;15.0;626.5;626.5;532.5;720.5;2.0;1099.4;779.5;626.5
2024.0;7.0;16.0;16.0;473.8;473.8;402.8;544.9;2.0;904.1;595.0;473.8
2024.0;7.0;16.0;17.0;294.2;294.2;250.0;338.2;2.0;649.6;363.0;294.2
2024.0;7.0;16.0;18.0;88.3;88.3;75.0;101.6;2.0;353.2;122.2;88.3
2024.0;7.0;16.0;19.0;0.0;0.0;0.0;0.0;2.0;35.1;0.1;0.0
2024.0;7.0;16.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;16.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;7.0;0.0;0.0;0.0;0.0;2.0;34.8;0.1;0.0
2024.0;7.0;17.0;8.0;85.6;85.6;72.7;98.4;2.0;353.3;122.3;85.6
2024.0;7.0;17.0;9.0;288.2;288.2;245.0;331.4;2.0;650.1;363.5;288.2
2024.0;7.0;17.0;10.0;367.4;367.4;312.3;422.5;2.0;905.0;595.8;367.4
2024.0;7.0;17.0;11.0;523.4;523.4;444.9;601.9;2.0;1100.5;780.5;523.4
2024.0;7.0;17.0;12.0;708.4;708.4;602.1;814.6;2.0;1223.5;898.2;708.4
2024.0;7.0;17.0;13.0;567.5;567.5;482.4;652.7;2.0;1265.4;938.6;567.5
2024.0;7.0;17.0;14.0;677.0;677.0;575.4;778.5;2.0;1223.5;898.2;677.0
2024.0;7.0;17.0;15.0;566.6;566.6;481.5;651.5;2.0;1100.5;780.5;566.6
2024.0;7.0;17.0;16.0;456.7;456.7;388.1;525.1;2.0;905.0;595.8;456.7
2024.0;7.0;17.0;17.0;232.4;232.4;197.6;267.3;2.0;650.1;363.5;232.4
2024.0;7.0;17.0;18.0;95.1;95.1;80.9;109.4;2.0;353.3;122.3;95.1
2024.0;7.0;17.0;19.0;0.0;0.0;0.0;0.0;2.0;34.8;0.1;0.0
2024.0;7.0;17.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;17.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;7.0;0.0;0.0;0.0;0.0;2.0;34.5;0.1;0.0
2024.0;7.0;18.0;8.0;98.6;98.6;83.8;113.3;2.0;353.5;122.3;98.6
2024.0;7.0;18.0;9.0;268.1;268.1;227.8;308.3;2.0;650.7;363.9;268.1
2024.0;7.0;18.0;10.0;392.1;392.1;333.2;450.9;2.0;905.9;596.6;392.1
2024.0;7.0;18.0;11.0;506.9;506.9;430.8;582.8;2.0;1101.7;781.6;506.9
2024.0;7.0;18.0;12.0;566.2;566.2;481.2;651.0;2.0;1224.8;899.5;566.2
2024.0;7.0;18.0;13.0;647.6;647.6;550.6;744.8;2.0;1266.8;939.9;647.6
2024.0;7.0;18.0;14.0;569.1;569.1;483.7;654.5;2.0;1224.8;899.5;569.1
2024.0;7.0;18.0;15.0;659.6;659.6;560.7;758.5;2.0;1101.7;781.6;659.6
2024.0;7.0;18.0;16.0;387.1;387.1;329.1;445.3;2.0;905.9;596.6;387.1
2024.0;7.0;18.0;17.0;277.2;277.2;235.7;318.8;2.0;650.7;363.9;277.2
2024.0;7.0;18.0;18.0;79.0;79.0;67.0;90.8;2.0;353.5;122.3;79.0
2024.0;7.0;18.0;19.0;0.0;0.0;0.0;0.1;2.0;34.5;0.1;0.0
2024.0;7.0;18.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;18.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;7.0;0.0;0.0;0.0;0.0;2.0;34.3;0.1;0.0
2024.0;7.0;19.0;8.0;95.3;95.3;81.0;109.5;2.0;353.6;122.4;95.3
2024.0;7.0;19.0;9.0;275.5;275.5;234.1;316.8;2.0;651.2;364.4;275.5
2024.0;7.0;19.0;10.0;365.5;365.5;310.7;420.3;2.0;906.8;597.4;365.5
2024.0;7.0;19.0;11.0;626.2;626.2;532.3;720.2;2.0;1102.9;782.7;626.2
2024.0;7.0;19.0;12.0;696.3;696.3;591.8;800.7;2.0;1226.2;900.7;696.3
2024.0;7.0;19.0;13.0;749.4;749.4;637.0;861.9;2.0;1268.2;941.2;749.4
2024.0;7.0;19.0;14.0;636.5;636.5;541.0;732.0;2.0;1226.2;900.7;636.5
2024.0;7.0;19.0;15.0;597.2;597.2;507.6;686.8;2.0;1102.9;782.7;597.2
2024.0;7.0;19.0;16.0;458.7;458.7;389.9;527.5;2.0;906.8;597.4;458.7
2024.0;7.0;19.0;17.0;264.9;264.9;225.1;304.6;2.0;651.2;364.4;264.9
2024.0;7.0;19.0;18.0;101.3;101.3;86.1;116.4;2.0;353.6;122.4;101.3
2024.0;7.0;19.0;19.0;0.0;0.0;0.0;0.0;2.0;34.3;0.1;0.0
2024.0;7.0;19.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;19.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;7.0;0.0;0.0;0.0;0.0;2.0;34.0;0.0;0.0
2024.0;7.0;20.0;8.0;103.2;103.2;87.8;118.7;2.0;353.8;122.5;103.2
2024.0;7.0;20.0;9.0;217.3;217.3;184.8;249.9;2.0;651.8;364.9;217.3
2024.0;7.0;20.0;10.0;484.7;484.7;412.1;557.5;2.0;907.7;598.2;484.7
2024.0;7.0;20.0;11.0;469.3;469.3;399.0;539.7;2.0;1104.1;783.8;469.3
2024.0;7.0;20.0;12.0;740.8;740.8;629.7;851.9;2.0;1227.6;902.0;740.8
2024.0;7.0;20.0;13.0;645.5;645.5;548.7;742.3;2.0;1269.7;942.6;645.5
2024.0;7.0;20.0;14.0;749.4;749.4;637.0;861.9;2.0;1227.6;902.0;749.4
2024.0;7.0;20.0;15.0;619.7;619.7;526.8;712.7;2.0;1104.1;783.8;619.7
2024.0;7.0;20.0;16.0;376.2;376.2;319.7;432.6;2.0;907.7;598.2;376.2
2024.0;7.0;20.0;17.0;298.7;298.7;253.8;343.5;2.0;651.8;364.9;298.7
2024.0;7.0;20.0;18.0;83.2;83.2;70.6;95.6;2.0;353.8;122.5;83.2
2024.0;7.0;20.0;19.0;0.0;0.0;0.0;0.0;2.0;34.0;0.0;0.0
2024.0;7.0;20.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;20.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;7.0;0.0;0.0;0.0;0.0;2.0;33.7;0.0;0.0
2024.0;7.0;21.0;8.0;100.7;100.7;85.6;115.7;2.0;354.0;122.6;100.7
2024.0;7.0;21.0;9.0;232.7;232.7;197.9;267.7;2.0;652.4;365.4;232.7
2024.0;7.0;21.0;10.0;396.2;396.2;336.7;455.7;2.0;908.7;599.1;396.2
2024.0;7.0;21.0;11.0;582.9;582.9;495.5;670.4;2.0;1105.4;784.9;582.9
2024.0;7.0;21.0;12.0;689.4;689.4;586.0;792.8;2.0;1229.0;903.3;689.4
2024.0;7.0;21.0;13.0;771.1;771.1;655.5;886.8;2.0;1271.2;944.0;771.1
2024.0;7.0;21.0;14.0;730.4;730.4;620.8;839.9;2.0;1229.0;903.3;730.4
2024.0;7.0;21.0;15.0;525.1;525.1;446.3;603.9;2.0;1105.4;784.9;525.1
2024.0;7.0;21.0;16.0;420.4;420.4;357.3;483.4;2.0;908.7;599.1;420.4
2024.0;7.0;21.0;17.0;227.5;227.5;193.5;261.7;2.0;652.4;365.4;227.5
2024.0;7.0;21.0;18.0;85.4;85.4;72.6;98.2;2.0;354.0;122.6;85.4
2024.0;7.0;21.0;19.0;0.0;0.0;0.0;0.0;2.0;33.7;0.0;0.0
2024.0;7.0;21.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;21.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;7.0;0.0;0.0;0.0;0.0;2.0;33.4;0.0;0.0
2024.0;7.0;22.0;8.0;79.4;79.4;67.4;91.2;2.0;354.1;122.7;79.4
2024.0;7.0;22.0;9.0;285.3;285.3;242.6;328.1;2.0;653.0;365.9;285.3
2024.0;7.0;22.0;10.0;365.4;365.4;310.6;420.2;2.0;909.7;599.9;365.4
2024.0;7.0;22.0;11.0;657.1;657.1;558.5;755.6;2.0;1106.6;786.1;657.1
2024.0;7.0;22.0;12.0;635.2;635.2;539.9;730.5;2.0;1230.5;904.7;635.2
2024.0;7.0;22.0;13.0;775.1;775.1;658.9;891.4;2.0;1272.7;945.4;775.1
2024.0;7.0;22.0;14.0;686.9;686.9;583.8;789.9;2.0;1230.5;904.7;686.9
2024.0;7.0;22.0;15.0;643.1;643.1;546.6;739.6;2.0;1106.6;786.1;643.1
2024.0;7.0;22.0;16.0;374.0;374.0;317.9;430.1;2.0;909.7;599.9;374.0
2024.0;7.0;22.0;17.0;293.7;293.7;249.6;337.6;2.0;653.0;365.9;293.7
2024.0;7.0;22.0;18.0;92.3;92.3;78.5;106.1;2.0;354.1;122.7;92.3
2024.0;7.0;22.0;19.0;0.0;0.0;0.0;0.0;2.0;33.4;0.0;0.0
2024.0;7.0;22.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;22.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;7.0;0.0;0.0;0.0;0.0;2.0;33.0;0.0;0.0
2024.0;7.0;23.0;8.0;93.9;93.9;79.8;107.9;2.0;354.3;122.8;93.9
2024.0;7.0;23.0;9.0;294.5;294.5;250.3;338.6;2.0;653.6;366.4;294.5
2024.0;7.0;23.0;10.0;396.3;396.3;336.8;455.7;2.0;910.7;600.9;396.3
2024.0;7.0;23.0;11.0;593.2;593.2;504.3;682.2;2.0;1108.0;787.3;593.2
2024.0;7.0;23.0;12.0;582.5;582.5;495.1;669.9;2.0;1232.0;906.1;582.5
2024.0;7.0;23.0;13.0;565.3;565.3;480.5;650.1;2.0;1274.3;946.9;565.3
2024.0;7.0;23.0;14.0;588.5;588.5;500.2;676.8;2.0;1232.0;906.1;588.5
2024.0;7.0;23.0;15.0;497.3;497.3;422.7;571.9;2.0;1108.0;787.3;497.3
2024.0;7.0;23.0;16.0;397.7;397.7;338.0;457.4;2.0;910.7;600.9;397.7
2024.0;7.0;23.0;17.0;266.1;266.1;226.2;306.0;2.0;653.6;366.4;266.1
2024.0;7.0;23.0;18.0;88.5;88.5;75.2;101.8;2.0;354.3;122.8;88.5
2024.0;7.0;23.0;19.0;0.0;0.0;0.0;0.0;2.0;33.0;0.0;0.0
2024.0;7.0;23.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;23.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;7.0;0.0;0.0;0.0;0.0;2.0;32.7;0.0;0.0
2024.0;7.0;24.0;8.0;86.2;86.2;73.2;99.1;2.0;354.5;122.9;86.2
2024.0;7.0;24.0;9.0;261.6;261.6;222.3;300.8;2.0;654.3;366.9;261.6
2024.0;7.0;24.0;10.0;421.4;421.4;358.2;484.6;2.0;911.7;601.9;421.4
2024.0;7.0;24.0;11.0;491.1;491.1;417.4;564.8;2.0;1109.3;788.5;491.1
2024.0;7.0;24.0;12.0;622.2;622.2;528.8;715.5;2.0;1233.5;907.5;622.2
2024.0;7.0;24.0;13.0;764.9;764.9;650.1;879.6;2.0;1275.9;948.3;764.9
2024.0;7.0;24.0;14.0;669.3;669.3;568.9;769.7;2.0;1233.5;907.5;669.3
2024.0;7.0;24.0;15.0;487.6;487.6;414.5;560.8;2.0;1109.3;788.5;487.6
2024.0;7.0;24.0;16.0;490.8;490.8;417.2;564.5;2.0;911.7;601.9;490.8
2024.0;7.0;24.0;17.0;285.9;285.9;243.1;328.8;2.0;654.3;366.9;285.9
2024.0;7.0;24.0;18.0;100.2;100.2;85.2;115.3;2.0;354.5;122.9;100.2
2024.0;7.0;24.0;19.0;0.0;0.0;0.0;0.0;2.0;32.7;0.0;0.0
2024.0;7.0;24.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;24.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;7.0;25.0;7.0;0.0;0.0;0.0;0.0;2.0;32.4;0.0;0.0
2024.0;7.0;25.0;8.0;76.3;76.3;64.9;87.8;2.0;354.6;123.0;76.3
2024.0;7.0;25.0;9.0;295.5;295.5;251.2;339.8;2.0;654.9;367.4;295.5
2024.0;7.0;25.0;10.0;389.6;389.6;331.1;448.1;2.0;912.8;602.8;389.6
2024.0;7.0;25.0;11.0;530.4;530.4;450.9;610.0;2.0;1110.7;789.8;530.4
2024.0;7.0;25.0;12.0;756.5;756.5;643.1;870.1;2.0;1235.1;908.9;756.5
2024.0;7.0;25.0;13.0;639.2;639.2;543.3;735.1;2.0;1277.5;949.9;639.2
2024.0;7.0;25.0;14.0;701.5;701.5;596.3;806.7;2.0;1235.1;908.9;701.5
2024.0;7.0;25.0;15.0;527.3;527.3;448.3;606.4;2.0;1110.7;789.8;527.3
2024.0;7.0;25.0;16.0;365.8;365.8;310.9;420.6;2.0;912.8;602.8;365.8
2024.0;7.0;25.0;17.0;256.1;256.1;217.7;294.6;2.0;654.9;367.4;256.1
2024.0;7.0;25.0;18.0;73.9;73.9;62.8;85.1;2.0;354.6;123.0;73.9
2024.0;7.0;25.0;19.0;0.0;0.0;0.0;0.0;2.0;32.4;0.0;0.0
2024.0;7.0;25.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
